Key,Source,Context,Changes,English,French,German,Klingon,Spanish
lblName,UI,Menu,KgNone,Name:,Nom :,Name:,,Nombre:
lblname,UI,Menu,KgNone,Name:,Nom :,Name:,,Nombre:
lblNoCreateWorld,UI,Menu,KgNone,Create World will be available in a future release!,Vous pourrez créer un monde dans une future mise à jour !,„Welt erstellen“ wird mit einer zukünftigen Version eingeführt.,,¡Crea un mundo que estará disponible un lanzamiento futuro!
lblOpening,UI,Menu,KgNone,Searching,Recherche en cours,Suchen,,Buscando
lblOverallVolume,UI,Menu,KgNone,Overall sound volume:,Volume général :,Gesamtlautstärke:,,Volumen general del sonido:
lblPassword,UI,Menu,KgNone,Password:,Mot de passe :,Passwort:,,Contraseña:
lblPressBtn,UI,Menu,KgNone,Press Button,Appuyer sur le bouton,Taste drücken,,Presiona el botón
lblReflectionDistance,UI,Menu,KgNone,Reflection Distance:,Distance des reflets :,Reflexionendistanz:,,Distancia de reflejos:
lblReflectionQuality,UI,Menu,KgNone,Reflection Quality:,Qualité des reflets :,Qualität der Reflexionen:,,Calidad de reflejos:
lblResolution,UI,Menu,KgNone,Resolution:,Résolution :,Auflösung:,,Resolución:
lblSavedGames,UI,Menu,KgNone,Saved Games:,Parties sauvegardées :,Gespeicherten Spielstände:,,Partidas guardadas:
lblSeed,UI,Menu,KgNone,Seed:,Graine :,Startwert:,,Semilla:
lblSelectWorld,UI,Menu,KgNone,Select a World:,Sélectionner un monde :,Welt auswählen:,,Selecciona un mundo:
lblServerPort,UI,Menu,KgNone,Server Port:,Port du serveur :,Server-Port:,,Puerto del servidor:
lblSettingsAvailability,UI,Menu,KgNone,*Setting can not be changed while the game is running.,*Les paramètres ne peuvent pas être modifiés en cours de partie.,"*Die Einstellung kann nicht geändert werden, wenn das Spiel läuft.",,*Los ajustes no pueden cambiarse mientras el juego está en ejecución.
lblShadowDistance,UI,Menu,KgNone,Shadows Distance:,Distance des ombres :,Schattendistanz:,,Distancia de sombras:
lblSize,UI,Menu,KgNone,Size:,Taille :,Größe:,,Tamaño:
lblSkyQuality,UI,Menu,KgNone,Sky Quality:,Qualité du ciel :,Qualität des Himmels:,,Calidad del cielo:
lblSpawnNearBedroll,UI,Menu,KgNone,Spawn near my bed,Apparaître près de mon lit,Erscheine beim Bett,,Reaparecer cerca de mi cama
lblSpawnOnBedroll,UI,Menu,KgNone,Spawn on my bed,Apparaître sur mon lit,Erscheine auf dem Bett,,Reaparecer en mi cama
lblSteamAccountInfo,UI,Menu,KgNone,Steam Account Information:,Détails du compte Steam :,Infos zum Steam-Account:,,Información de la cuenta de Steam:
lblTextureQuality,UI,Menu,KgNone,Texture Quality:,Qualité des textures :,Texturqualität:,,Calidad de las texturas:
lblTonemapping,UI,Menu,KgNone,Tone Mapping:,Mappage ton local :,Tonemapping:,,Mapeo tonal:
lblTreeQuality,UI,Menu,KgNone,Tree Quality:,Qualité des arbres :,Qualität der Bäume:,,Calidad de los árboles:
lblUsername,UI,Menu,KgNone,User name:,Nom d'utilisateur :,Benutzername:,,Nombre de usuario:
lblUtensil,UI,Menu,KgNone,Cookware,Batterie de cuisine,Kochgeschirr,,Utensilios de cocina
lblVersionCheck,UI,Menu,KgNone,- Version Check -,- Vérification de la version -,- Überprüfung der Version -,,- Comprobación de versión -
lblVoiceVolume,UI,Menu,KgNone,Voice volume:,Volume des voix :,Lautstärke der Stimmen:,,Volumen de las voces:
lblVsync,UI,Menu,KgNone,V-Sync:,Synchronisation verticale :,V-Sync:,,Sincronización vertical:
lblWaterQuality,UI,Menu,KgNone,Water Quality:,Qualité de l'eau :,Qualität des Wassers:,,Calidad del agua:
msgServer1,UI,Menu,KgNone,Server disconnected you:,Le serveur vous a déconnecté(e) :,Verbindung zum Server wurde unterbrochen:,,El servidor se ha desconectado:
msgServer12,UI,Menu,KgNone,Your account '{0}' is not activated or no server answer!,Votre compte « {0} » n'est pas activé ou le serveur ne répond pas !,Dein Konto „{0}“ ist nicht aktiviert oder der Server antwortet nicht!,,Tu cuenta '{0}' no está activada o no hay respuesta del servidor.
msgServer19,UI,Menu,KgNone,The player name '{0}' already exits on the server! Please choose a different one,Le nom de joueur « {0} » existe déjà sur le serveur ! Veuillez choisir un nom différent,Den Spielernamen „{0}“ gibt es bereits auf diesem Server! Bitte wähle einen anderen Namen,,El nombre de jugador '{0}' ya existe en este servidor. Elige uno diferente.
msgServer23,UI,Menu,KgNone,You are not on the whitelist of the server!,Vous n'êtes pas sur la liste approuvée de ce serveur !,Du bist nicht auf der weißen Liste dieses Servers!,,No estás en la lista blanca de este servidor.
msgServer25,UI,Menu,KgNone,Denying command '{0}' from client {1},La commande « {0} » a été refusée au client {1},Befehl „{0}“ von Client {1} verweigert,,Rechazando el comando '{0}' del cliente {1}.
msgServer4,UI,Menu,KgNone,Game Version Mismatch: you have '{0}' and server has '{1}',Erreur de version du jeu : vous avez « {0} » et le serveur a « {1} »,Unterschiedliche Versionen des Spiels: Du hast „{0}“ und der Server hat „{1}“,,Incompatibilidad de versión: tú tienes la '{0}' y el servidor la '{1}'.
msgServer6,UI,Menu,KgNone,Too many players on the server! Allowed: {0},Il y a trop de joueurs sur le serveur ! Autorisé : {0},Zu viele Spieler auf dem Server! Zugelassen: {0},,¡Demasiados jugadores en el servidor! Permitidos: {0}
msgServer7,UI,Menu,KgNone,{0}' has been banned until {1}.\nReason: {2},{0}' a été banni(e) jusqu'à {1}.\nRaison : {2},„{0}“ wurde bis {1} gebannt.\nGrund: {2},,{0}' ha sido expulsado hasta {1}.\nRazón: {2}
msgServer8,UI,Menu,KgNone,Denying player with duplicate name '{0}',Accès refusé au joueur « {0} » portant un nom déjà utilisé,Spieler mit bereits vorhandenem Namen „{0}“ abgelehnt,,Rechazando a un jugador con nombre duplicado '{0}'
passcodeAccepted,UI,Menu,KgNone,Passcode Accepted,Code secret accepté,Sicherheitscode akzeptiert,,Código aceptado
passcodeRejected,UI,Menu,KgNone,Passcode Rejected,Code secret rejeté,Sicherheitscode abgelehnt,,Código rechazado
passcodeRemoved,UI,Menu,KgNone,Passcode Access Disabled,Accès avec code secret désactivé,Zugang via Sicherheitscode deaktiviert,,Acceso con código deshabilitado
passcodeSet,UI,Menu,KgNone,Passcode Changed,Code secret modifié,Sicherheitscode geändert,,Código cambiado
repairWeapon,UI,Menu,KgNone,Repair Weapon,Réparer arme,Waffe reparieren,,Reparar arma
scrapRepair,UI,Menu,KgNone,Scrap and Repair,Recycler et réparer,Zerlegen und reparieren,,Despedazar y reparar
searchResults,UI,Menu,KgNone,Search Results,Résultats de la recherche,Suchergebnis,,Resultados de búsqueda
searchText,UI,Menu,KgNone,Search...,Recherche...,Suchen …,,Buscando...
spnZombieHordeApproaching,UI,Menu,KgNone,NEW HORDE,NOUVELLE HORDE,NEUE HORDE,,HORDA NUEVA
tooltipLocked,UI,Menu,KgNone,<{0}> Use {1} (Locked),<{0}> utiliser {1} (verrouillé),<{0}> {1} verwenden (gesperrt),,<{0}> Usa {1} (Bloqueado)
tooltipUnlocked,UI,Menu,KgNone,<{0}> Use {1} (Unlocked),<{0}> utiliser {1} (déverrouillé),<{0}> {1} verwenden (freigeschaltet),,<{0}> Usa {1} (Desbloqueado)
useBlock,UI,Menu,KgNone,<{0}> Use {1},<{0}> utilisent {1},<{0}> {1} verwenden,,<{0}> Usa {1}
uses,UI,Menu,KgNone,Uses,Utilise,Verwendungszwecke,,Usa
vacText,UI,Menu,KgNone,This is an EasyAntiCheat protected server. Cheating will not be tolerated and will result in an EAC kick/ban.,"Ceci est un serveur protégé EasyAntiCheat. Il est interdit de tricher. Si vous trichez, vous subirez une exclusion ou un bannissement par EAC.",Dieser Server wird durch EasyAntiCheat geschützt. Cheaten wird nicht toleriert und führt zum Bann oder Hinauswurf durch EAC (EasyAntiCheat).,,"Este es un servidor protegido con EAC (antitrampa). No se permitirán las trampas, y si se hacen, el filtro EAC expulsará al infractor."
vacTitle,UI,Menu,KgNone,EasyAntiCheat Warning,Avertissement EasyAntiCheat,EasyAntiCheat-Warnung,,Aviso antitrampas (EasyAntiCheat)
xuiSkillArmorDefense,UI,Menu,KgNone,Armor Defense,Protection,Rüstungswert,,Defensa de la armadura
xuiSkillBlockDamage,UI,Menu,KgNone,Block Damage,Dégâts de bloc,Blockschaden,,Daño en bloque
xuiSkillBreathHoldDuration,UI,Menu,KgNone,Breath Hold Duration,Durée d'apnée,Dauer des Atemanhaltens,,Aguantar la respiración
xuiSkillCraftingOutputCount,UI,Menu,KgNone,Crafting Output Count,Quantité de fabrication,Fertigungsanzahl,,Contador de salida de fabricación
xuiSkillCraftingQuality,UI,Menu,KgNone,Crafting Quality,Qualité de fabrication,Fertigungsqualität,,Calidad de fabricación
xuiSkillCraftingTime,UI,Menu,KgNone,Crafting Time,Durée de fabrication,Fertigungszeit,,Tiempo de fabricación
xuiSkillCrawl,UI,Menu,KgNone,Crawl,Ramper,Kriechen,,Gatear
xuiSkillCrouchSpeed,UI,Menu,KgNone,Crouch Speed,Vitesse accroupi,Geschwindigkeit geduckt,,Velocidad al agacharse
xuiSkillDismembermentBonus,UI,Menu,KgNone,Dismemberment Bonus,Bonus de démembrement,Verstümmelungs-Bonus,,Bono de desmembramiento
xuiSkillDismembermentChance,UI,Menu,KgNone,Dismemberment Chance,Chance de démembrement,Verstümmelungs-Chance,,Probabilidad de desmembramiento
xuiSkillEntityDamage,UI,Menu,KgNone,Entity Damage,Dégâts d'entité,Wesen-Schaden,,Daño a entidades
xuiSkillHarvestCount,UI,Menu,KgNone,Harvest Count,Quantité de la récolte,Sammelzahl,,Recuento de la cosecha
xuiSkillHealthDegradation,UI,Menu,KgNone,Health Degradation,Dégradation liée à la santé,Gesundheit Verringerung,,Degradación por salud
xuiSkillHealthGain,UI,Menu,KgNone,Health Gain,Gain en santé,Gesundheitsgewinn,,Salud ganada
xuiSkillHungerDegradation,UI,Menu,KgNone,Hunger Degradation,Dégradation liée à la faim,Hunger Verringerung,,Degradación por hambre
xuiSkillLootQuality,UI,Menu,KgNone,Loot Quality,Qualité du butin,Beutequalität,,Calidad del botín
xuiSkillLootTime,UI,Menu,KgNone,Loot Time,Durée du butin,Beute-Zeit,,Tiempo del botín
xuiSkillMaxHealth,UI,Menu,KgNone,Max Health,Santé max,Max. Gesundheit,,Salud máxima
xuiSkillMaxHunger,UI,Menu,KgNone,Max Hunger,Faim max,Max. Hunger,,Hambre máxima
xuiSkillMaxSpeed,UI,Menu,KgNone,Max Speed,Vitesse max,Max. Geschwindigkeit,,Velocidad máxima
xuiSkillMaxStamina,UI,Menu,KgNone,Max Stamina,Endurance max,Max. Ausdauer,,Resistencia máxima
xuiSkillMaxThirst,UI,Menu,KgNone,Max Thirst,Soif max,Max. Durst,,Sed máxima
xuiSkillMaxWellness,UI,Menu,KgNone,Max Wellness,Bien-être max,Max. Wohlbefinden,,Bienestar máximo
xuiSkillMinWellness,UI,Menu,KgNone,Min Wellness,Bien-être min.,Min. Wohlbefinden,,Bienestar mínimo
xuiSkillNoise,UI,Menu,KgNone,Noise,Bruit,Lärm,,Ruido
xuiSkillRangedFalloff,UI,Menu,KgNone,Ranged Falloff,Diminution de la portée,Effektive Reichweite,,Caída a distancia
xuiSkillReloadSpeed,UI,Menu,KgNone,Reload Speed,Vitesse de recharge,Nachladzeit,,Velocidad de recarga
xuiSkillRepairAmount,UI,Menu,KgNone,Repair Amount,Réparer la quantité,Reparaturwert,,Cantidad para reparar
xuiSkillRepairQualityLoss,UI,Menu,KgNone,Repair Quality Loss,Réparer le perte de qualité,Reparaturqualitätsverlust,,Calidad perdida en la reparación
xuiSkillRepairTime,UI,Menu,KgNone,Repair Time,Durée de réparation,Reparaturzeit,,Tiempo de reparación
xuiSkillRunSpeed,UI,Menu,KgNone,Run Speed,Vitesse de course,Laufgeschwindigkeit,,Velocidad al correr
xuiSkillSmell,UI,Menu,KgNone,Smell,Odeur,Geruch,,Olor
xuiSkillStaminaDegradation,UI,Menu,KgNone,Stamina Degradation,Dégradation liée à l'endurance,Ausdauer Verringerung,,Degradación por resistencia
xuiSkillStaminaGain,UI,Menu,KgNone,Stamina Gain,Gain en endurance,Ausdauergewinn,,Resistencia ganada
xuiSkillThirstDegradation,UI,Menu,KgNone,Thirst Degradation,Dégradation liée à la soif,Durst Verringerung,,Degradación por sed
xuiSkillTreasureRadius,UI,Menu,KgNone,Treasure Radius,Rayon de trésor,Schatzradius,,Radio del tesoro
xuiSkillWalkSpeed,UI,Menu,KgNone,Walk Speed,Vitesse de marche,Gehgeschwindigkeit,,Velocidad al andar
xuiSkillWellnessGain,UI,Menu,KgNone,Wellness Gain,Gain en bien-être,Wohlbefinden Gewinn,,Bienestar ganado
xuiSkillWellnessReduction,UI,Menu,KgNone,Wellness Reduction,Perte en bien-être,Wohlbefinden Verlust,,Reducción de bienestar
xuiSmelting,UI,Menu,KgNone,Smelting,Fonte,Schmelzung,,Fundición
armLength,UI,Menu UMA,KgNone,Arm Length,Longueur des bras,Armlänge,,Longitud de los brazos
armWidth,UI,Menu UMA,KgNone,Arm Width,Largeur des bras,Armdicke,,Anchura de los brazos
belly,UI,Menu UMA,KgNone,Belly,Ventre,Bauch,,Barriga
breastSize,UI,Menu UMA,KgNone,Chest Size,Taille du buste,Größe des Brustkorbs,,Tamaño del pecho
btnOptionsProfiles,UI,Menu UMA,KgNone,Player Profiles,Profils du joueur,Spielerprofile,,Perfiles de jugador
btnRandomize,UI,Menu UMA,KgNone,Randomize,Aléatoire,Zufällig generieren,,Al azar
btnSave,UI,Menu UMA,KgNone,Save,Sauvegarder,Speichern,,Guardar
cheekPosition,UI,Menu UMA,KgNone,Cheek Position,Position des joues,Lage der Wangenknochen,,Posición de las mejillas
cheekSize,UI,Menu UMA,KgNone,Cheek Size,Taille des joues,Größe der Wangen,,Tamaño de las mejillas
chinPosition,UI,Menu UMA,KgNone,Chin Position,Position du menton,Lage des Kinns,,Posición de la barbilla
chinPronounced,UI,Menu UMA,KgNone,Chin Pronounced,Menton prononcé,Ausprägung des Kinns,,Barbilla pronunciada
chinSize,UI,Menu UMA,KgNone,Chin Size,Taille du menton,Größe des Kinns,,Tamaño de la barbilla
earsPosition,UI,Menu UMA,KgNone,Ear Position,Position des oreilles,Lage der Ohren,,Posición de las orejas
earsRotation,UI,Menu UMA,KgNone,Ear Rotation,Rotation des oreilles,Stellung der Ohren,,Rotación de las orejas
earsSize,UI,Menu UMA,KgNone,Ear Size,Taille des oreilles,Größe der Ohren,,Tamaño de las orejas
eyeColor,UI,Menu UMA,KgNone,Eye Color,Couleur des yeux,Augenfarbe,,Color de ojos
eyeRotation,UI,Menu UMA,KgNone,Eye Rotation,Rotation des yeux,Stellung der Augen,,Rotación de los ojos
eyeSize,UI,Menu UMA,KgNone,Eye Size,Taille des yeux,Größe der Augen,,Tamaño de los ojos
feetSize,UI,Menu UMA,KgNone,Foot Size,Taille des pieds,Größe der Füße,,Tamaño de los pies
forearmLength,UI,Menu UMA,KgNone,Forearm Length,Longueur des avant-bras,Länge des Unterarms,,Longitud del antebrazo
forearmWidth,UI,Menu UMA,KgNone,Forearm Width,Largeur des avant-bras,Dicke des Unterarms,,Anchura del antebrazo
foreheadPosition,UI,Menu UMA,KgNone,Forehead Position,Position du front,Lage der Stirn,,Posición de la frente
foreheadSize,UI,Menu UMA,KgNone,Forehead Size,Taille du front,Größe der Stirn,,Tamaño de la frente
gluteusSize,UI,Menu UMA,KgNone,Gluteus Size,Taille des fesses,Größe der Gesäßmuskeln,,Tamaño de los glúteos
hairColor,UI,Menu UMA,KgNone,Hair Color,Couleur des cheveux,Haarfarbe,,Color de pelo
handsSize,UI,Menu UMA,KgNone,Hand Size,Taille des mains,Größe der Hände,,Tamaño de las manos
headSize,UI,Menu UMA,KgNone,Head Size,Taille de la tête,Kopfgröße (vertikal),,Tamaño de la cabeza
headWidth,UI,Menu UMA,KgNone,Head Width,Largeur de la tête,Kopfgröße (horizontal),,Anchura de la cabeza
height,UI,Menu UMA,KgNone,Height,Taille,Körpergröße,,Estatura
jawsPosition,UI,Menu UMA,KgNone,Jaw Position,Position de la mâchoire,Lage des Oberkiefers,,Posición de la mandíbula
jawsSize,UI,Menu UMA,KgNone,Jaw Size,Taille de la mâchoire,Größe des Oberkiefers,,Tamaño de la mandíbula
lblConfirmProfileDelete,UI,Menu UMA,KgNone,Are you sure you want to delete this profile?,Voulez-vous vraiment supprimer ce profil ?,"Bist du sicher, dass du dieses Profil löschen möchtest?",,¿Seguro que quieres borrar este perfil?
lblCreateProfile,UI,Menu UMA,KgNone,Create New,Créer nouveau profil,Neu erstellen,,Crear nuevo
lblDelete,UI,Menu UMA,KgNone,Delete,Supprimer,Löschen,,Borrar
lblEdit,UI,Menu UMA,KgNone,Edit,Modifier,Bearbeiten,,Editar
lblFemale,UI,Menu UMA,KgNone,Female,Femme,Weiblich,,Mujer
lblMale,UI,Menu UMA,KgNone,Male,Homme,Männlich,,Hombre
lblNoProfile,UI,Menu UMA,KgNone,You do not have any profile selected. Please create and/or select one.,Vous n'avez pas sélectionné de profil. Veuillez créer et/ou sélectionner un profil.,Du hast kein Profil ausgewählt. Bitte wähle eins aus oder erstelle eins.,,No tienes ningún perfil seleccionado. Crea o selecciona uno.
lblOk,UI,Menu UMA,KgNone,Ok,OK,Ok,,Aceptar
lblProfileName,UI,Menu UMA,KgNone,Profile Name,Nom du profil,Name des Profils,,Nombre del perfil
legSeparation,UI,Menu UMA,KgNone,Leg Separation,Séparation des jambes,Schritt,,Separación de las piernas
legsSize,UI,Menu UMA,KgNone,Leg Size,Taille des jambes,Länge der Beine,,Tamaño de las piernas
lipsSize,UI,Menu UMA,KgNone,Lip Size,Taille des lèvres,Größe der Lippen,,Tamaño de los labios
lowCheekPosition,UI,Menu UMA,KgNone,Lower Cheek Position,Position des joues inférieures,Höhe der Wange,,Bajar posición de las mejillas
lowCheekPronounced,UI,Menu UMA,KgNone,Lower Cheek Pronounced,Joues inférieures prononcées,Ausprägung der Wange,,Reducir pronunciado de las mejillas
lowerMuscle,UI,Menu UMA,KgNone,Lower Muscle,Muscle inférieur,Unterschenkelmuskulatur,,Reducir músculos
lowerWeight,UI,Menu UMA,KgNone,Lower Weight,Poids inférieur,Unterschenkelgewichtung,,Reducir peso
mandibleSize,UI,Menu UMA,KgNone,Mandible Size,Taille de la mandibule,Größe des Unterkiefers,,Tamaño de la quijada
mouthSize,UI,Menu UMA,KgNone,Mouth Size,Taille de la bouche,Größe des Mundes,,Tamaño de la boca
muscle,UI,Menu UMA,KgNone,Muscle,Muscle,Muskulatur,,Músculos
neckThickness,UI,Menu UMA,KgNone,Neck,Cou,Hals,,Cuello
noseCurve,UI,Menu UMA,KgNone,Nose Curve,Courbe du nez,Wölbung der Nase,,Curvatura de la nariz
noseFlatten,UI,Menu UMA,KgNone,Nose Flatten,Nez aplati,Verlauf der Nase,,Nariz aplanada
noseInclination,UI,Menu UMA,KgNone,Nose Inclination,Inclinaison du nez,Neigung der Nasenspitze,,Inclinación de la nariz
nosePosition,UI,Menu UMA,KgNone,Nose Position,Position du nez,Lage der Nase,,Posición de la nariz
nosePronounced,UI,Menu UMA,KgNone,Nose Pronounced,Nez prononcé,Ausprägung der Nase,,Nariz pronunciada
noseSize,UI,Menu UMA,KgNone,Nose Size,Taille du nez,Größe der Nase,,Tamaño de la nariz
noseWidth,UI,Menu UMA,KgNone,Nose Width,Largeur du nez,Breite der Nase,,Anchura de la nariz
skinColor,UI,Menu UMA,KgNone,Skin Color,Couleur de peau,Hautfarbe,,Color de piel
upperMuscle,UI,Menu UMA,KgNone,Upper Muscle,Muscle supérieur,Oberschenkelmuskulatur,,Aumentar músculos
upperWeight,UI,Menu UMA,KgNone,Upper Weight,Poids supérieur,Oberschenkelgewichtung,,Aumentar peso
waist,UI,Menu UMA,KgNone,Waist,Taille,Taille,,Cintura
weight,UI,Menu UMA,KgNone,Weight,Poids,Gewicht,,Peso
xuiPlayerNA,UI,Player List XUI,KgNone,N/A,N/A,N/A,,N/A
xuiPlayerReceived,UI,Player List XUI,KgNone,Received,reçu,empfangen,,recibido
xuiPlayerSent,UI,Player List XUI,KgNone,Sent,envoyé,geschickt,,expedido
xuiPlayerShow,UI,Player List XUI,KgNone,SHOW,montrer,anzeigen,,mostrar
respawnTitleMessage,UI,Respawn Window,KgNone,Ready to spawn in the world?,Prêt à commencer l'aventure ?,"Bist du bereit, in der Welt zu erscheinen?",,¿Listo para reaparecer en el mundo?
browserAddFavorite,UI,Server Browser,KgNone,Add to favorites,Ajouter aux favoris,Zu Favoriten hinzufügen,,Añadir a favoritos
browserAirdropInterval,UI,Server Browser,KgNone,Air Drops,Parachutages,Abwurf aus der Luft,,Suministros aéreos
browserBlockDurability,UI,Server Browser,KgNone,Block Durability,Durabilité du bloc,Haltbarkeit der Blöcke,,Durabilidad de bloques
browserCheatMode,UI,Server Browser,KgNone,Cheat Mode,Mode tricherie,Cheat-Modus,,Modo con trucos
browserClaimDeadzone,UI,Server Browser,KgNone,Claim Deadzone,Revendiquer la zone morte,Todeszone des Gebiets,,Zona muerta entre reclamados
browserClaimDecayMode,UI,Server Browser,KgNone,Claim Decay Mode,Mode de déclin d'une revendication,Verfall des Gebiets,,Modo declive de reclamados
browserClaimDuration,UI,Server Browser,KgNone,Claim Duration,Durée de la revendication,Gebietsschutzdauer,,Duración de reclamados
browserClaimHealthOffline,UI,Server Browser,KgNone,Claim Health Offline,Revendiquer de la santé hors ligne,Gebiets-Härtegrad – offline,,Salud de reclamados desactivada
browserClaimHealthOnline,UI,Server Browser,KgNone,Claim Health Online,Revendiquer de la santé en ligne,Gebiets-Härtegrad – online,,Salud de reclamados activada
browserClaimSize,UI,Server Browser,KgNone,Claim Size,Taille de la revendication,Gesicherte Gebietsgröße,,Tamaño de reclamados
browserConnect,UI,Server Browser,KgNone,Connect,Se connecter,Verbinden,,Conectar
browserDayLength,UI,Server Browser,KgNone,24 Hour Cycle,Cycle de 24 heures,24-Stunden-Zyklus,,Ciclos de 24 horas
browserDaylightLength,UI,Server Browser,KgNone,Daylight Hours,Heures de clarté,Dauer des Tageslichts,,Horas de la luz diurna
browserDifficultyTooltip,UI,Server Browser,KgNone,"Difficulty\n(1 = easiest, 6 = hardest)",Difficulté\n(1 = le plus facile / 6 = le plus difficile),"Schwierigkeitsgrad\n(1 = am einfachsten, 6 = am schwierigsten)",,"Dificultad\n(1 = la más fácil, 6 = la más difícil)."
browserDropOnDeath,UI,Server Browser,KgNone,Drop on Death,Perte en cas de mort,Fallenlassen bei Tod,,Soltar al morir
browserDropOnQuit,UI,Server Browser,KgNone,Drop on Quit,Perte en cas d'abandon,Fallenlassen bei Spielende,,Soltar al salir
browserEACTooltip,UI,Server Browser,KgNone,EasyAntiCheat protection,Protection EasyAntiCheat,EasyAntiCheat-Schutz,,Protección antitrampas (EAC)
browserEnemyMemory,UI,Server Browser,KgNone,Enemy Memory,Mémoire de l'ennemi,Gedächtnis der Gegner,,Memoria enemiga
browserEnemySpawning,UI,Server Browser,KgNone,Enemy Spawning,Apparition des ennemis,Erscheinen der Gegner,,Aparición de enemigos
browserFeralTooltip,UI,Server Browser,KgNone,Feral zombies,Zombies féroces,Wilde Zombies,,Zombis salvajes
browserFriendServers,UI,Server Browser,KgNone,Servers friends are playing on,Serveurs où vos amis jouent,"Server, auf denen Freunde spielen",,Servidores en los que juegan tus amigos
browserGameSeed,UI,Server Browser,KgNone,Game Seed,Source du jeu,Spiel-Startwert,,Semilla de juego
browserHistoryFavorites,UI,Server Browser,KgNone,History and Favorites,Historique et favoris,Verlauf und Favoriten,,Historial y favoritos
browserLAN,UI,Server Browser,KgNone,Servers on the local network,Serveurs du réseau local,Server im lokalen Netzwerk,,Servidores en la red local
browserLootAbundance,UI,Server Browser,KgNone,Loot Abundance,Abondance de butin,Beutemenge,,Abundancia de botín
browserLootRespawnInterval,UI,Server Browser,KgNone,Loot Respawn Time,Fréquence d'apparition de butin,Zeit bis zu neuer Beute,,Tiempo de reaparición del botín
browserMaxAnimals,UI,Server Browser,KgNone,Max Animals Alive,Animaux vivants max.,Max. Tieranzahl,,Máximo de animales vivos
browserMaxZombies,UI,Server Browser,KgNone,Max Zombies Alive,Zombies vivants max.,Max. Zombieanzahl,,Máximo de zombis vivos
browserModdedServers,UI,Server Browser,KgNone,Modded Servers,Serveurs modifiés,Modifizierte Server,,Servidores modificados
browserPasswordTooltip,UI,Server Browser,KgNone,Password required,Mot de passe requis,Passwort erforderlich,,Requiere contraseña
browserPeerToPeer,UI,Server Browser,KgNone,Peer2Peer games,Parties en P2P,Peer2Peer-Spiele,,Partidas Peer2Peer
browserPingTooltip,UI,Server Browser,KgNone,Ping,Ping,Ping,,Ping
browserPlayersTooltip,UI,Server Browser,KgNone,Players online / max,Joueurs en ligne / max,Spieler online / max.,,Jugadores en línea / máx.
browserRemoveFavorite,UI,Server Browser,KgNone,Remove from favorites,Retirer des favoris,Aus Favoriten entfernen,,Quitar de favoritos
browserRestartRefreshing,UI,Server Browser,KgNone,Restart refreshing,Rafraîchir à nouveau,Aktualisierung neu starten,,Reiniciar actualización
browserServernameTooltip,UI,Server Browser,KgNone,Server Name,Nom du serveur,Servername,,Nombre del servidor
browserServerTime,UI,Server Browser,KgNone,Server Time,Heure du serveur,Serverzeit,,Tiempo del servidor
browserStandardServers,UI,Server Browser,KgNone,Standard Servers,Serveurs standard,Standardserver,,Servidores estándar
browserStopRefreshing,UI,Server Browser,KgNone,Stop refreshing,Arrêter de rafraîchir,Aktualisierung beenden,,Dejar de actualizar
browserWorldnameTooltip,UI,Server Browser,KgNone,World name,Nom du monde,Weltname,,Nombre del mundo
browserZombieRunModeTooltip,UI,Server Browser,KgNone,"Zombies\n(always run, always walk, run @ night & walk @ day)","Zombies\n(courent toujours, marchent toujours, courent la nuit et marchent le jour)","Zombies\n(laufen immer, gehen immer, laufen in der Nacht und gehen am Tag)",,"Zombis\n(siempre corren, siempre caminan, corren de noche y caminan de día)."
alreadyKnown,UI,Tooltip,KgNone,All Recipes Already Known,Toutes les compositions connues,Alle Rezepte bereits bekannt,,Ya te sabes todas las recetas
isBusy,UI,Tooltip,KgNone,You are busy.,Vous faites quelque chose.,Du bist beschäftigt.,,Estás ocupado.
lblAll,UI,Tooltip,KgNone,All,Tout,Alle,,Todo
lblAllBlocks,UI,Tooltip,KgNone,All Blocks,Tous les blocs,Alle Blöcke,,Todos los bloques
lblAllItems,UI,Tooltip,KgNone,All Items,Tous les objets,Alle Gegenstände,,Todos los objetos
lblCategoryAll,UI,Tooltip,KgNone,All,Tout,Alle,,Todo
lblCategoryAmmoWeapons,UI,Tooltip,KgNone,Ammo/Weapons,Munitions/armes,Munition/Waffen,,Munición/armas
lblCategoryBasics,UI,Tooltip,KgNone,Basics,Bases,Grundlagen,,Básico
lblCategoryBooks,UI,Tooltip,KgNone,Books,Livres,Bücher,,Libros
lblCategoryBuilding,UI,Tooltip,KgNone,Building,Construire,Gebäude,,Construcción
lblCategoryChemicals,UI,Tooltip,KgNone,Chemicals,Produits chimiques,Chemikalien,,Químicos
lblCategoryClothing,UI,Tooltip,KgNone,Clothing,Vêtements,Kleidung,,Ropa
lblCategoryCraftingMisc,UI,Tooltip,KgNone,Crafting/Miscellaneous,Fabrication/Divers,Fertigung/Sonstiges,,Fabricación/Varios
lblCategoryDecorMisc,UI,Tooltip,KgNone,Decor/Miscellaneous,Décorations/divers,Dekor/Verschiedenes,,Decoración/Varios
lblCategoryFirearms,UI,Tooltip,KgNone,Firearms,Armes à feu,Schusswaffen,,Armas de fuego
lblCategoryFoodCooking,UI,Tooltip,KgNone,Food/Cooking,Nourriture/cuisine,Nahrung/Kochen,,Comida/Cocina
